Rank,Players_name,Players_age,Team,Games_played,Games_started,Minutes_played_per_game,Field_goals_per_game,Field_goal_attempts_per_game,Field_goal_percentage,3_point_field_goals_per_game,3_point_field_goal_attempts_per_game,3_point_field_goal_percentage,2_point_field_goals_per_game,2_point_field_goal_attempts_per_game,2_point_field_goal_percentage,Effective_field_goal_percentage,Free_throws_per_game,Free_throw_attempts_per_game,Free_throw_percentage,Offensive_rebounds_per_game,Defensive_rebounds_per_game,Total_rebounds_per_game,Assists_per_game,Steals_per_game,Blocks_per_game,Turnovers_per_game,Personal_fouls_per_game,Points_per_game,Class,Total_stats,Points_per_game_percentage,Total_rebounds_per_game_percentage,Assists_per_game_percentage,Steals_per_game_percentage,Blocks_per_game_percentage,Turnovers_per_game_percentage,3_point_field_goals_per_game_percentage
508,Javonte Smart,22,MIA,4,0,10.0,2.0,4.3,0.471,1.0,2.3,0.444,1.0,2.0,0.5,0.588,0.0,0.0,0.0,0.3,1.0,1.3,0.5,0.5,0.3,0.5,0.3,5.0,2,9.1,0.5494505494505495,0.14285714285714288,0.054945054945054944,0.054945054945054944,0.03296703296703297,0.054945054945054944,0.10989010989010989
509,Marcus Smart,27,BOS,71,71,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.5,5.0,0.506,0.501,2.0,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,2,27.699999999999996,0.43682310469314084,0.1371841155234657,0.2129963898916968,0.06137184115523466,0.010830324909747294,0.07942238267148016,0.06137184115523466
510,Dennis Smith Jr.,24,POR,37,4,17.2,2.1,5.1,0.418,0.2,0.7,0.222,2.0,4.4,0.451,0.434,1.1,1.7,0.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6,2,14.7,0.38095238095238093,0.163265306122449,0.2448979591836735,0.0816326530612245,0.020408163265306124,0.09523809523809523,0.01360544217687075
511,Ish Smith,33,TOT,65,1,17.3,2.8,6.6,0.43,0.4,1.0,0.373,2.5,5.6,0.441,0.459,0.2,0.4,0.625,0.4,1.8,2.2,3.8,0.7,0.4,1.2,1.2,6.3,2,15.0,0.42,0.14666666666666667,0.2533333333333333,0.04666666666666666,0.02666666666666667,0.08,0.02666666666666667
511,Ish Smith,33,CHO,37,1,13.8,2.0,5.0,0.395,0.3,0.7,0.4,1.7,4.3,0.394,0.422,0.3,0.5,0.632,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5,2,10.700000000000001,0.42056074766355134,0.14018691588785046,0.24299065420560745,0.04672897196261682,0.02803738317757009,0.09345794392523364,0.02803738317757009
511,Ish Smith,33,WAS,28,0,22.0,4.0,8.8,0.457,0.5,1.5,0.357,3.5,7.3,0.478,0.488,0.1,0.2,0.6,0.5,2.5,3.0,5.2,1.0,0.5,1.5,1.6,8.6,2,20.3,0.4236453201970443,0.14778325123152708,0.2561576354679803,0.04926108374384236,0.02463054187192118,0.07389162561576354,0.02463054187192118
512,Jalen Smith,21,TOT,51,8,18.1,3.5,6.9,0.503,0.8,2.4,0.328,2.7,4.5,0.596,0.56,1.5,2.0,0.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2,1,18.400000000000002,0.4999999999999999,0.3260869565217391,0.027173913043478257,0.016304347826086953,0.043478260869565216,0.043478260869565216,0.043478260869565216
512,Jalen Smith,21,PHO,29,4,13.2,2.2,4.7,0.46,0.3,1.3,0.231,1.9,3.4,0.551,0.493,1.4,1.8,0.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0,1,12.9,0.46511627906976744,0.37209302325581395,0.015503875968992248,0.015503875968992248,0.046511627906976744,0.06201550387596899,0.023255813953488372
512,Jalen Smith,21,IND,22,4,24.7,5.1,9.7,0.531,1.4,3.8,0.373,3.7,5.9,0.631,0.603,1.7,2.3,0.76,2.1,5.5,7.6,0.8,0.4,1.0,0.9,2.0,13.4,1,25.499999999999996,0.5254901960784315,0.29803921568627456,0.03137254901960785,0.015686274509803925,0.03921568627450981,0.03529411764705883,0.05490196078431373
513,Xavier Sneed,24,TOT,9,0,4.3,0.2,1.1,0.2,0.1,0.9,0.125,0.1,0.2,0.5,0.25,0.0,0.0,0.0,0.2,0.4,0.7,0.1,0.0,0.0,0.0,0.2,0.6,1,1.5,0.39999999999999997,0.4666666666666666,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667
513,Xavier Sneed,24,MEM,2,0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
513,Xavier Sneed,24,UTA,7,0,4.4,0.3,1.1,0.25,0.1,0.9,0.167,0.1,0.3,0.5,0.313,0.0,0.0,0.0,0.1,0.4,0.6,0.1,0.0,0.0,0.0,0.0,0.7,1,1.5,0.4666666666666666,0.39999999999999997,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667
514,Tony Snell,30,TOT,53,12,15.5,1.3,3.2,0.404,0.8,2.4,0.352,0.5,0.8,0.558,0.535,0.1,0.1,1.0,0.3,1.6,1.9,0.5,0.3,0.2,0.4,1.3,3.5,2,7.6000000000000005,0.4605263157894737,0.24999999999999997,0.06578947368421052,0.039473684210526314,0.02631578947368421,0.05263157894736842,0.10526315789473684
514,Tony Snell,30,POR,38,10,14.4,0.9,2.6,0.371,0.6,2.0,0.32,0.3,0.6,0.545,0.495,0.1,0.1,1.0,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6,2,6.3,0.41269841269841273,0.30158730158730157,0.07936507936507936,0.03174603174603175,0.03174603174603175,0.047619047619047616,0.09523809523809523
514,Tony Snell,30,NOP,15,2,18.5,2.2,4.9,0.446,1.4,3.5,0.396,0.8,1.4,0.571,0.588,0.1,0.1,1.0,0.3,1.7,2.1,0.5,0.5,0.1,0.5,1.7,5.9,2,11.0,0.5363636363636364,0.19090909090909092,0.045454545454545456,0.045454545454545456,0.009090909090909092,0.045454545454545456,0.12727272727272726
515,Jaden Springer,19,PHI,2,0,3.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,2,3.5,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0
516,Cassius Stanley,22,DET,9,1,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.7,3.2,0.517,0.457,1.1,1.1,1.0,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8,2,10.2,0.5686274509803921,0.2058823529411765,0.03921568627450981,0.058823529411764705,0.019607843137254905,0.06862745098039216,0.03921568627450981
517,Nik Stauskas,28,TOT,8,0,4.9,0.6,1.8,0.357,0.5,1.3,0.4,0.1,0.5,0.25,0.5,0.5,0.8,0.667,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.1,2.3,2,3.5999999999999996,0.638888888888889,0.11111111111111113,0.08333333333333334,0.0,0.0,0.027777777777777783,0.1388888888888889
517,Nik Stauskas,28,MIA,2,0,12.0,1.5,4.0,0.375,1.0,2.0,0.5,0.5,2.0,0.25,0.5,1.5,2.0,0.75,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5,2,8.5,0.6470588235294118,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941
517,Nik Stauskas,28,BOS,6,0,2.5,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,0.0,0.5,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.2,2,1.9,0.631578947368421,0.0,0.10526315789473685,0.0,0.0,0.10526315789473685,0.15789473684210525
518,Lance Stephenson,31,TOT,46,1,17.7,3.2,7.0,0.455,0.6,2.0,0.3,2.6,5.1,0.515,0.497,1.4,1.7,0.788,0.3,2.5,2.8,3.6,0.5,0.1,1.6,2.1,8.3,2,17.500000000000004,0.47428571428571425,0.15999999999999995,0.20571428571428568,0.028571428571428567,0.005714285714285713,0.09142857142857141,0.03428571428571428
518,Lance Stephenson,31,ATL,6,0,11.7,0.8,2.2,0.385,0.0,0.5,0.0,0.8,1.7,0.5,0.385,0.2,0.3,0.5,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8,1,6.8,0.2647058823529412,0.36764705882352944,0.2647058823529412,0.0,0.0,0.10294117647058823,0.0
518,Lance Stephenson,31,IND,40,1,18.6,3.6,7.8,0.458,0.7,2.2,0.31,2.9,5.6,0.516,0.502,1.6,2.0,0.795,0.3,2.5,2.8,3.9,0.6,0.1,1.7,2.2,9.3,2,19.1,0.4869109947643979,0.14659685863874344,0.20418848167539266,0.031413612565445025,0.005235602094240838,0.08900523560209424,0.03664921465968586
519,Lamar Stevens,24,CLE,63,13,16.1,2.5,5.1,0.489,0.3,1.0,0.277,2.2,4.0,0.543,0.517,0.8,1.2,0.707,0.7,1.9,2.6,0.7,0.5,0.3,0.7,1.7,6.1,1,11.2,0.5446428571428571,0.23214285714285718,0.0625,0.044642857142857144,0.026785714285714288,0.0625,0.026785714285714288
520,Isaiah Stewart,20,DET,71,71,25.6,3.5,6.9,0.51,0.2,0.6,0.326,3.3,6.3,0.529,0.526,1.0,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3,0,21.0,0.3952380952380953,0.41428571428571426,0.05714285714285714,0.014285714285714285,0.05238095238095238,0.05714285714285714,0.009523809523809525
521,Max Strus,25,MIA,68,16,23.3,3.7,8.3,0.441,2.7,6.5,0.41,1.0,1.8,0.557,0.602,0.6,0.8,0.792,0.4,2.6,3.0,1.4,0.4,0.2,0.8,1.7,10.6,1,19.099999999999998,0.5549738219895288,0.15706806282722516,0.07329842931937174,0.020942408376963356,0.010471204188481678,0.04188481675392671,0.14136125654450266
522,Jalen Suggs,20,ORL,48,45,27.2,4.1,11.4,0.361,0.9,4.1,0.214,3.3,7.3,0.443,0.4,2.6,3.4,0.773,0.5,3.0,3.6,4.4,1.2,0.4,3.0,3.0,11.8,2,25.299999999999997,0.46640316205533605,0.1422924901185771,0.1739130434782609,0.047430830039525695,0.0158102766798419,0.11857707509881424,0.03557312252964427
523,Craig Sword,28,WAS,3,0,6.3,1.0,1.3,0.75,0.0,0.3,0.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0,2,3.8999999999999995,0.5128205128205129,0.0,0.07692307692307693,0.33333333333333337,0.0,0.07692307692307693,0.0
524,Keifer Sykes,28,IND,32,11,17.7,2.2,5.9,0.363,0.8,2.8,0.3,1.3,3.1,0.42,0.434,0.5,0.5,0.882,0.3,1.2,1.4,1.9,0.4,0.1,1.0,1.6,5.6,2,11.200000000000001,0.49999999999999994,0.12499999999999999,0.16964285714285712,0.03571428571428571,0.008928571428571428,0.08928571428571427,0.07142857142857142
525,Jae'Sean Tate,26,HOU,78,77,26.4,4.7,9.3,0.498,0.8,2.6,0.312,3.8,6.8,0.569,0.541,1.7,2.4,0.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8,1,24.000000000000004,0.49166666666666664,0.22499999999999998,0.11666666666666664,0.0375,0.02083333333333333,0.075,0.03333333333333333
526,Jayson Tatum,23,BOS,76,76,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,1,46.8,0.5747863247863247,0.17094017094017094,0.09401709401709403,0.021367521367521368,0.01282051282051282,0.06196581196581197,0.06410256410256411
527,Terry Taylor,22,IND,33,7,21.6,4.1,6.7,0.614,0.4,1.2,0.316,3.7,5.5,0.676,0.641,1.1,1.5,0.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,1.8,9.6,2,17.699999999999996,0.5423728813559323,0.29378531073446335,0.06779661016949154,0.022598870056497182,0.011299435028248591,0.03954802259887007,0.022598870056497182
528,Garrett Temple,35,NOP,59,16,18.6,1.9,5.0,0.376,1.0,3.1,0.319,0.9,1.9,0.473,0.476,0.5,0.7,0.683,0.5,1.9,2.4,1.3,0.7,0.4,0.7,1.4,5.2,2,11.7,0.4444444444444445,0.20512820512820512,0.11111111111111112,0.05982905982905983,0.03418803418803419,0.05982905982905983,0.08547008547008547
529,Emanuel Terry,25,PHO,3,0,6.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0,1,7.7,0.0,0.6493506493506493,0.0909090909090909,0.03896103896103896,0.0,0.22077922077922077,0.0
530,Tyrell Terry,21,MEM,2,0,1.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
531,Jon Teske,24,MEM,3,0,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0,0,1.3,0.0,0.5384615384615384,0.23076923076923075,0.23076923076923075,0.0,0.0,0.0
532,Daniel Theis,29,TOT,47,27,20.8,3.2,6.2,0.519,0.7,2.3,0.308,2.5,3.9,0.641,0.576,1.0,1.5,0.681,1.3,3.6,4.9,0.9,0.4,0.7,1.0,2.4,8.2,0,16.8,0.488095238095238,0.2916666666666667,0.05357142857142857,0.023809523809523808,0.041666666666666664,0.05952380952380952,0.041666666666666664
532,Daniel Theis,29,HOU,26,21,22.5,3.2,6.9,0.469,0.9,3.0,0.291,2.3,3.8,0.61,0.534,1.0,1.5,0.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4,0,17.4,0.48275862068965525,0.2873563218390805,0.04597701149425288,0.02298850574712644,0.040229885057471264,0.06896551724137931,0.05172413793103449
532,Daniel Theis,29,BOS,21,6,18.7,3.2,5.3,0.598,0.5,1.3,0.357,2.7,4.0,0.679,0.643,1.0,1.5,0.688,1.3,3.4,4.7,1.0,0.4,0.7,0.7,2.3,7.9,0,15.9,0.4968553459119497,0.29559748427672955,0.06289308176100629,0.025157232704402517,0.0440251572327044,0.0440251572327044,0.031446540880503145
533,Brodric Thomas,25,BOS,12,0,5.0,0.7,1.5,0.444,0.2,0.8,0.222,0.5,0.8,0.667,0.5,0.3,0.4,0.6,0.2,0.7,0.8,0.9,0.1,0.1,0.5,0.6,1.8,2,4.4,0.40909090909090906,0.18181818181818182,0.20454545454545453,0.022727272727272728,0.022727272727272728,0.11363636363636363,0.045454545454545456
534,Cam Thomas,20,BRK,67,2,17.6,3.3,7.5,0.433,0.7,2.6,0.27,2.6,4.9,0.52,0.48,1.3,1.6,0.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1.0,8.5,2,14.2,0.5985915492957746,0.16901408450704225,0.08450704225352113,0.035211267605633804,0.007042253521126762,0.05633802816901409,0.04929577464788732
535,Isaiah Thomas,32,TOT,22,1,15.1,3.0,7.6,0.401,1.3,3.8,0.337,1.8,3.8,0.464,0.485,1.0,1.2,0.846,0.2,1.1,1.3,1.5,0.3,0.2,0.7,1.5,8.4,2,13.700000000000001,0.6131386861313869,0.0948905109489051,0.1094890510948905,0.0218978102189781,0.014598540145985401,0.0510948905109489,0.0948905109489051
535,Isaiah Thomas,32,LAL,4,1,25.3,3.0,9.8,0.308,1.3,5.5,0.227,1.8,4.3,0.412,0.372,2.0,2.8,0.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3,2,15.900000000000002,0.5849056603773585,0.12578616352201255,0.09433962264150943,0.0,0.03144654088050314,0.08176100628930817,0.08176100628930817
535,Isaiah Thomas,32,DAL,1,0,13.0,3.0,8.0,0.375,0.0,3.0,0.0,3.0,5.0,0.6,0.375,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2,10.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0
535,Isaiah Thomas,32,CHO,17,0,12.9,3.1,7.1,0.433,1.4,3.4,0.397,1.7,3.6,0.468,0.529,0.8,0.9,0.933,0.2,1.1,1.2,1.4,0.4,0.2,0.6,1.3,8.3,2,13.5,0.6148148148148148,0.08888888888888889,0.1037037037037037,0.02962962962962963,0.014814814814814815,0.044444444444444446,0.1037037037037037
536,Matt Thomas,27,CHI,40,0,11.5,1.4,3.4,0.41,0.9,2.3,0.385,0.5,1.1,0.465,0.541,0.4,0.5,0.8,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0,2,7.2,0.5555555555555556,0.18055555555555555,0.06944444444444445,0.02777777777777778,0.01388888888888889,0.02777777777777778,0.125
537,Klay Thompson,31,GSW,32,32,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.477,0.529,1.4,1.6,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,2,33.0,0.6181818181818182,0.11818181818181818,0.08484848484848484,0.015151515151515152,0.015151515151515152,0.0393939393939394,0.1090909090909091
538,Tristan Thompson,30,TOT,57,6,15.7,2.5,4.7,0.528,0.0,0.1,0.333,2.5,4.6,0.53,0.53,1.1,2.0,0.526,2.1,2.9,5.1,0.6,0.4,0.4,0.8,1.7,6.0,1,13.3,0.45112781954887216,0.38345864661654133,0.045112781954887216,0.03007518796992481,0.03007518796992481,0.06015037593984962,0.0
538,Tristan Thompson,30,SAC,30,3,15.2,2.5,5.0,0.503,0.0,0.0,1.0,2.5,5.0,0.5,0.507,1.1,2.0,0.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2,1,14.000000000000002,0.44285714285714284,0.3857142857142857,0.04285714285714285,0.02857142857142857,0.02857142857142857,0.07142857142857142,0.0
538,Tristan Thompson,30,IND,4,0,16.5,3.3,6.0,0.542,0.0,0.0,0.0,3.3,6.0,0.542,0.542,0.8,2.0,0.375,1.8,2.8,4.5,0.5,0.0,0.5,1.0,1.8,7.3,1,13.8,0.5289855072463767,0.32608695652173914,0.036231884057971016,0.0,0.036231884057971016,0.07246376811594203,0.0
538,Tristan Thompson,30,CHI,23,3,16.3,2.3,4.0,0.565,0.0,0.1,0.0,2.3,3.9,0.578,0.565,1.1,2.1,0.542,1.8,3.0,4.7,0.6,0.5,0.3,0.5,1.7,5.7,1,12.3,0.46341463414634143,0.38211382113821135,0.048780487804878044,0.04065040650406504,0.024390243902439022,0.04065040650406504,0.0
539,JT Thor,19,CHO,33,0,7.9,0.7,1.7,0.436,0.2,0.8,0.259,0.5,0.8,0.607,0.5,0.4,0.6,0.6,0.3,1.0,1.3,0.6,0.2,0.3,0.3,0.8,2.0,1,4.8999999999999995,0.4081632653061225,0.2653061224489796,0.12244897959183675,0.04081632653061225,0.06122448979591837,0.06122448979591837,0.04081632653061225
540,Matisse Thybulle,24,PHI,66,50,25.5,2.3,4.5,0.5,0.7,2.2,0.313,1.6,2.4,0.673,0.575,0.5,0.7,0.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7,2,13.199999999999998,0.43181818181818193,0.17424242424242425,0.08333333333333336,0.1287878787878788,0.08333333333333336,0.04545454545454546,0.05303030303030304
541,Killian Tillie,23,MEM,36,3,12.8,1.2,3.5,0.339,0.8,2.4,0.314,0.4,1.1,0.39,0.445,0.1,0.2,0.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,0,7.8,0.4230769230769231,0.21794871794871795,0.07692307692307693,0.07692307692307693,0.05128205128205129,0.05128205128205129,0.10256410256410257
542,Xavier Tillman Sr.,23,MEM,53,2,13.2,1.8,4.1,0.454,0.2,0.9,0.204,1.7,3.2,0.527,0.477,0.9,1.3,0.648,1.2,1.8,3.0,1.2,0.9,0.3,0.6,1.2,4.8,1,11.0,0.43636363636363634,0.2727272727272727,0.10909090909090909,0.08181818181818182,0.02727272727272727,0.05454545454545454,0.018181818181818184
543,Isaiah Todd,20,WAS,12,0,6.2,0.6,2.2,0.269,0.3,1.3,0.25,0.3,0.8,0.3,0.346,0.2,0.5,0.333,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7,1,4.1,0.41463414634146345,0.24390243902439027,0.07317073170731708,0.07317073170731708,0.04878048780487806,0.07317073170731708,0.07317073170731708
544,Obi Toppin,23,NYK,72,10,17.1,3.5,6.6,0.531,0.7,2.3,0.308,2.8,4.2,0.655,0.586,1.3,1.7,0.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0,1,16.1,0.5590062111801242,0.22981366459627328,0.06832298136645963,0.018633540372670804,0.03105590062111801,0.049689440993788817,0.04347826086956521
545,Juan Toscano-Anderson,28,GSW,73,6,13.6,1.6,3.2,0.489,0.4,1.2,0.322,1.2,2.0,0.588,0.549,0.5,1.0,0.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.6,4.1,1,10.399999999999999,0.3942307692307693,0.23076923076923078,0.1634615384615385,0.06730769230769232,0.019230769230769235,0.08653846153846155,0.03846153846153847
546,Karl-Anthony Towns,26,MIN,74,74,33.5,8.7,16.4,0.529,2.0,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,0,45.20000000000001,0.5442477876106194,0.21681415929203537,0.07964601769911503,0.02212389380530973,0.024336283185840704,0.06858407079646016,0.04424778761061946
547,Gary Trent Jr.,23,TOR,70,69,35.0,6.4,15.5,0.414,3.0,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,2,29.0,0.6310344827586207,0.09310344827586207,0.06896551724137931,0.05862068965517241,0.010344827586206896,0.034482758620689655,0.10344827586206896
548,P.J. Tucker,36,MIA,71,70,27.9,2.9,6.0,0.484,1.1,2.7,0.415,1.8,3.3,0.54,0.577,0.6,0.9,0.738,1.4,4.0,5.5,2.1,0.8,0.2,0.9,2.3,7.6,1,18.2,0.4175824175824176,0.30219780219780223,0.11538461538461539,0.04395604395604396,0.01098901098901099,0.049450549450549455,0.06043956043956045
549,Rayjon Tucker,24,TOT,5,0,14.2,1.2,1.8,0.667,0.8,1.0,0.8,0.4,0.8,0.5,0.889,1.0,1.4,0.714,0.6,1.0,1.6,2.0,0.8,0.0,0.2,1.0,4.2,2,9.600000000000001,0.43749999999999994,0.16666666666666666,0.20833333333333331,0.08333333333333333,0.0,0.020833333333333332,0.08333333333333333
549,Rayjon Tucker,24,DEN,3,0,9.7,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.75,1.0,1.3,0.75,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0,2,5.199999999999999,0.3846153846153847,0.25000000000000006,0.25000000000000006,0.057692307692307696,0.0,0.0,0.057692307692307696
549,Rayjon Tucker,24,MIL,2,0,21.0,2.5,3.5,0.714,1.5,1.5,1.0,1.0,2.0,0.5,0.929,1.0,1.5,0.667,1.0,1.0,2.0,3.0,1.5,0.0,0.5,1.0,7.5,2,16.0,0.46875,0.125,0.1875,0.09375,0.0,0.03125,0.09375
550,Myles Turner,25,IND,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5.0,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9,0,27.3,0.4725274725274725,0.26007326007326004,0.03663003663003663,0.02564102564102564,0.10256410256410256,0.047619047619047616,0.054945054945054944
551,Jonas Valan?i?nas,29,NOP,74,74,30.3,6.9,12.7,0.544,0.8,2.1,0.361,6.1,10.5,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,0,36.4,0.48901098901098905,0.3131868131868132,0.07142857142857144,0.016483516483516484,0.02197802197802198,0.06593406593406594,0.02197802197802198
552,Denzel Valentine,28,TOT,24,0,9.3,1.0,2.8,0.379,0.8,2.0,0.404,0.3,0.8,0.316,0.523,0.0,0.0,0.0,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9,2,6.8,0.4264705882352941,0.2647058823529412,0.07352941176470588,0.04411764705882353,0.0,0.07352941176470588,0.11764705882352942
552,Denzel Valentine,28,CLE,22,0,9.3,1.0,2.8,0.371,0.8,2.0,0.409,0.2,0.8,0.278,0.516,0.0,0.0,0.0,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9,2,6.699999999999999,0.4328358208955224,0.2537313432835821,0.0746268656716418,0.04477611940298508,0.0,0.0746268656716418,0.11940298507462689
552,Denzel Valentine,28,UTA,2,0,9.0,1.0,2.0,0.5,0.5,1.5,0.333,0.5,0.5,1.0,0.625,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5,2,6.5,0.38461538461538464,0.3076923076923077,0.0,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693
553,Jarred Vanderbilt,22,MIN,74,67,25.4,2.9,4.9,0.587,0.0,0.2,0.143,2.8,4.7,0.605,0.59,1.2,1.8,0.656,2.9,5.5,8.4,1.3,1.3,0.6,1.0,2.4,6.9,1,19.500000000000004,0.3538461538461538,0.4307692307692307,0.06666666666666665,0.06666666666666665,0.030769230769230764,0.05128205128205127,0.0
554,Fred VanVleet,27,TOR,65,65,37.9,6.8,16.9,0.403,3.7,9.9,0.377,3.1,7.0,0.44,0.513,3.0,3.4,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,2,39.900000000000006,0.5087719298245613,0.11027568922305764,0.16791979949874686,0.04260651629072681,0.012531328320802003,0.06516290726817042,0.09273182957393483
555,Devin Vassell,21,SAS,71,32,27.3,4.6,10.8,0.427,1.9,5.4,0.361,2.7,5.4,0.492,0.516,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3,1,22.900000000000002,0.537117903930131,0.1877729257641921,0.08296943231441047,0.048034934497816595,0.02620087336244541,0.034934497816593885,0.08296943231441047
556,Gabe Vincent,25,MIA,68,27,23.4,3.1,7.5,0.417,1.8,4.8,0.368,1.4,2.8,0.5,0.533,0.6,0.8,0.815,0.3,1.5,1.9,3.1,0.9,0.2,1.4,2.3,8.7,2,18.0,0.4833333333333333,0.10555555555555556,0.17222222222222222,0.05,0.011111111111111112,0.07777777777777778,0.1
557,Nikola Vu?evi?,31,CHI,73,73,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,0,37.099999999999994,0.4743935309973047,0.2964959568733154,0.08625336927223722,0.02695417789757413,0.02695417789757413,0.05121293800539084,0.03773584905660378
558,Dean Wade,25,CLE,51,28,19.2,1.9,4.3,0.456,1.0,2.8,0.359,0.9,1.5,0.64,0.574,0.4,0.6,0.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3,1,11.2,0.47321428571428575,0.25892857142857145,0.08928571428571429,0.053571428571428575,0.00892857142857143,0.026785714285714288,0.08928571428571429
559,Franz Wagner,20,ORL,79,79,30.7,5.8,12.3,0.468,1.2,3.4,0.354,4.6,8.9,0.511,0.517,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2,1,26.599999999999994,0.5714285714285715,0.1691729323308271,0.10902255639097747,0.03383458646616542,0.01503759398496241,0.05639097744360903,0.04511278195488723
