Rank,Players_name,Players_age,Team,Games_played,Games_started,Minutes_played_per_game,Field_goals_per_game,Field_goal_attempts_per_game,Field_goal_percentage,3_point_field_goals_per_game,3_point_field_goal_attempts_per_game,3_point_field_goal_percentage,2_point_field_goals_per_game,2_point_field_goal_attempts_per_game,2_point_field_goal_percentage,Effective_field_goal_percentage,Free_throws_per_game,Free_throw_attempts_per_game,Free_throw_percentage,Offensive_rebounds_per_game,Defensive_rebounds_per_game,Total_rebounds_per_game,Assists_per_game,Steals_per_game,Blocks_per_game,Turnovers_per_game,Personal_fouls_per_game,Points_per_game,Class,Total_stats,Points_per_game_percentage,Total_rebounds_per_game_percentage,Assists_per_game_percentage,Steals_per_game_percentage,Blocks_per_game_percentage,Turnovers_per_game_percentage,3_point_field_goals_per_game_percentage
289,Tyler Johnson,29,SAS,3,0,17.7,0.7,3.3,0.2,0.7,2.0,0.333,0.0,1.3,0.0,0.3,0.0,0.0,0.0,0.7,1.3,2.0,1.7,0.7,0.7,0.3,1.0,2.0,2,8.1,0.2469135802469136,0.2469135802469136,0.20987654320987656,0.08641975308641975,0.08641975308641975,0.037037037037037035,0.08641975308641975
290,Nikola Joki?,26,DEN,74,74,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,0,56.3,0.4813499111900533,0.24511545293072826,0.14031971580817054,0.026642984014209593,0.015985790408525755,0.0674955595026643,0.023090586145648316
291,Carlik Jones,24,TOT,5,0,4.6,0.2,1.8,0.111,0.0,0.2,0.0,0.2,1.6,0.125,0.111,0.4,0.4,1.0,0.2,0.4,0.6,1.0,0.2,0.0,0.6,0.0,0.8,2,3.2,0.25,0.18749999999999997,0.3125,0.0625,0.0,0.18749999999999997,0.0
291,Carlik Jones,24,DAL,3,0,6.3,0.0,2.3,0.0,0.0,0.3,0.0,0.0,2.0,0.0,0.0,0.7,0.7,1.0,0.3,0.7,1.0,1.7,0.3,0.0,1.0,0.0,0.7,2,4.699999999999999,0.14893617021276598,0.21276595744680854,0.3617021276595745,0.06382978723404256,0.0,0.21276595744680854,0.0
291,Carlik Jones,24,DEN,2,0,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Damian Jones,26,SAC,56,15,18.2,3.1,4.8,0.658,0.2,0.5,0.345,2.9,4.2,0.696,0.677,1.7,2.3,0.718,1.3,3.1,4.4,1.2,0.5,0.8,1.1,2.3,8.1,0,16.3,0.4969325153374233,0.26993865030674846,0.07361963190184048,0.03067484662576687,0.049079754601226995,0.06748466257668712,0.012269938650306749
293,Derrick Jones Jr.,24,CHI,51,8,17.6,2.1,3.8,0.538,0.4,1.2,0.328,1.7,2.6,0.634,0.59,1.1,1.4,0.8,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6,1,11.599999999999998,0.48275862068965525,0.28448275862068967,0.05172413793103449,0.04310344827586208,0.05172413793103449,0.05172413793103449,0.03448275862068966
294,Herbert Jones,23,NOP,78,69,29.9,3.5,7.4,0.476,0.7,2.2,0.337,2.8,5.2,0.533,0.525,1.8,2.1,0.84,1.3,2.5,3.8,2.1,1.7,0.8,1.3,3.1,9.5,1,19.900000000000002,0.4773869346733668,0.1909547738693467,0.10552763819095477,0.08542713567839195,0.04020100502512563,0.06532663316582914,0.03517587939698492
295,Jemerrio Jones,26,LAL,2,0,7.5,1.0,1.5,0.667,0.0,0.0,0.0,1.0,1.5,0.667,0.667,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.5,0.0,0.0,1.0,2.0,1,4.0,0.5,0.375,0.0,0.125,0.0,0.0,0.0
296,Kai Jones,21,CHO,21,0,3.0,0.4,0.7,0.643,0.0,0.1,0.5,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.1,0.4,0.5,0.2,0.0,0.1,0.3,0.4,1.0,0,2.1,0.47619047619047616,0.23809523809523808,0.09523809523809523,0.0,0.047619047619047616,0.14285714285714285,0.0
297,Mason Jones,23,LAL,4,0,12.8,1.8,3.8,0.467,0.3,1.0,0.25,1.5,2.8,0.545,0.5,3.0,3.8,0.8,0.3,2.3,2.5,1.0,0.5,0.0,0.3,2.0,6.8,2,11.400000000000002,0.5964912280701753,0.21929824561403505,0.08771929824561402,0.04385964912280701,0.0,0.026315789473684206,0.026315789473684206
298,Tre Jones,22,SAS,69,11,16.6,2.4,4.9,0.49,0.1,0.7,0.196,2.3,4.2,0.542,0.504,1.0,1.3,0.78,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,6.0,2,13.099999999999998,0.4580152671755726,0.16793893129770995,0.25954198473282447,0.04580152671755726,0.007633587786259543,0.0534351145038168,0.007633587786259543
299,Tyus Jones,25,MEM,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,2,18.1,0.4806629834254143,0.13259668508287292,0.2430939226519337,0.049723756906077346,0.0,0.03314917127071823,0.06077348066298342
300,DeAndre Jordan,33,TOT,48,20,13.0,1.9,3.0,0.643,0.0,0.0,0.0,1.9,3.0,0.643,0.643,0.5,0.8,0.55,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3,0,12.000000000000002,0.3583333333333333,0.45833333333333326,0.03333333333333333,0.024999999999999994,0.05833333333333332,0.06666666666666667,0.0
300,DeAndre Jordan,33,LAL,32,19,12.8,1.9,2.8,0.674,0.0,0.0,0.0,1.9,2.8,0.674,0.674,0.4,0.8,0.462,1.6,3.8,5.4,0.4,0.3,0.8,0.7,1.6,4.1,0,11.700000000000001,0.35042735042735035,0.4615384615384615,0.034188034188034185,0.025641025641025637,0.06837606837606837,0.05982905982905982,0.0
300,DeAndre Jordan,33,PHI,16,1,13.4,2.0,3.4,0.593,0.0,0.0,0.0,2.0,3.4,0.593,0.593,0.6,0.9,0.714,2.0,3.8,5.8,0.5,0.1,0.6,1.0,1.3,4.6,0,12.599999999999998,0.3650793650793651,0.4603174603174604,0.03968253968253969,0.007936507936507938,0.04761904761904762,0.07936507936507937,0.0
301,Cory Joseph,30,DET,65,39,24.6,2.7,6.2,0.445,1.0,2.4,0.414,1.7,3.7,0.465,0.526,1.5,1.7,0.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8.0,2,17.5,0.45714285714285713,0.1542857142857143,0.2057142857142857,0.03428571428571429,0.017142857142857144,0.07428571428571429,0.05714285714285714
302,Georgios Kalaitzakis,23,TOT,13,4,16.5,2.4,5.2,0.463,0.8,2.0,0.385,1.6,3.2,0.512,0.537,1.1,2.3,0.467,0.5,1.2,1.6,0.9,0.8,0.2,1.5,1.5,6.6,1,12.4,0.532258064516129,0.12903225806451613,0.07258064516129033,0.06451612903225806,0.016129032258064516,0.12096774193548386,0.06451612903225806
302,Georgios Kalaitzakis,23,MIL,9,0,5.3,0.6,1.2,0.455,0.2,0.4,0.5,0.3,0.8,0.429,0.545,0.4,1.0,0.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8,1,3.5000000000000004,0.5142857142857142,0.2571428571428571,0.0,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.05714285714285714
302,Georgios Kalaitzakis,23,OKC,4,4,41.5,6.5,14.0,0.464,2.0,5.5,0.364,4.5,8.5,0.529,0.536,2.5,5.3,0.476,0.5,2.8,3.3,3.0,2.5,0.3,4.0,2.8,17.5,1,32.6,0.5368098159509203,0.10122699386503066,0.09202453987730061,0.07668711656441718,0.00920245398773006,0.12269938650306748,0.06134969325153374
303,Frank Kaminsky,28,PHO,9,0,20.1,4.0,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2.0,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,0,19.5,0.5435897435897435,0.2358974358974359,0.07179487179487179,0.046153846153846156,0.041025641025641026,0.030769230769230767,0.030769230769230767
304,Luke Kennard,25,LAC,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,2,21.6,0.5509259259259259,0.15277777777777776,0.09722222222222222,0.027777777777777776,0.004629629629629629,0.041666666666666664,0.125
305,Braxton Key,24,TOT,11,0,17.9,3.0,6.5,0.458,0.5,1.9,0.286,2.5,4.6,0.529,0.5,0.6,1.2,0.538,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4,7.2,1,16.1,0.44720496894409933,0.2795031055900621,0.06211180124223602,0.05590062111801242,0.06211180124223602,0.06211180124223602,0.03105590062111801
305,Braxton Key,24,PHI,2,0,3.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,1,4.0,0.25,0.25,0.125,0.125,0.0,0.25,0.0
305,Braxton Key,24,DET,9,0,21.2,3.6,7.8,0.457,0.7,2.2,0.3,2.9,5.6,0.52,0.5,0.8,1.4,0.538,1.3,4.0,5.3,1.1,1.0,1.2,1.0,2.8,8.6,1,18.9,0.45502645502645506,0.2804232804232804,0.05820105820105821,0.052910052910052914,0.06349206349206349,0.052910052910052914,0.037037037037037035
306,George King,28,DAL,4,0,4.8,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.3,0.5,0.5,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3,1,1.9000000000000001,0.15789473684210525,0.6842105263157895,0.0,0.0,0.0,0.15789473684210525,0.0
307,Louis King,22,SAC,10,0,10.4,1.5,4.7,0.319,0.8,2.7,0.296,0.7,2.0,0.35,0.404,0.7,1.0,0.7,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4,4.5,1,7.7,0.5844155844155844,0.15584415584415584,0.11688311688311688,0.025974025974025976,0.012987012987012988,0.0,0.1038961038961039
308,Corey Kispert,22,WAS,77,36,23.4,3.0,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,1,14.899999999999999,0.5503355704697986,0.18120805369127518,0.07382550335570472,0.03355704697986577,0.020134228187919465,0.04026845637583893,0.10067114093959732
309,Maxi Kleber,30,DAL,59,21,24.6,2.4,6.0,0.398,1.4,4.3,0.325,1.0,1.7,0.586,0.516,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0,1,17.799999999999997,0.3932584269662922,0.33146067415730346,0.06741573033707866,0.028089887640449444,0.05617977528089889,0.044943820224719114,0.07865168539325844
310,Brandon Knight,30,DAL,5,0,13.0,2.0,5.0,0.4,0.8,3.4,0.235,1.2,1.6,0.75,0.48,1.6,1.6,1.0,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0,6.4,2,11.4,0.5614035087719298,0.14035087719298245,0.14035087719298245,0.017543859649122806,0.0,0.07017543859649122,0.07017543859649122
311,Nathan Knight,24,MIN,37,2,7.2,1.2,2.4,0.511,0.1,0.4,0.308,1.1,2.0,0.547,0.534,1.2,1.6,0.733,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1,3.7,1,7.6,0.48684210526315796,0.3026315789473684,0.07894736842105263,0.026315789473684213,0.026315789473684213,0.06578947368421052,0.013157894736842106
312,Kevin Knox,22,TOT,30,0,7.4,1.0,2.8,0.365,0.5,1.8,0.278,0.5,1.0,0.516,0.453,0.5,0.7,0.727,0.5,1.0,1.5,0.3,0.1,0.1,0.2,0.6,3.1,1,5.799999999999999,0.5344827586206897,0.2586206896551725,0.05172413793103449,0.01724137931034483,0.01724137931034483,0.03448275862068966,0.08620689655172416
312,Kevin Knox,22,NYK,13,0,8.5,1.2,3.1,0.375,0.8,2.2,0.357,0.4,0.9,0.417,0.5,0.5,0.8,0.7,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6,1,7.0,0.5142857142857143,0.24285714285714285,0.028571428571428574,0.028571428571428574,0.014285714285714287,0.05714285714285715,0.1142857142857143
312,Kevin Knox,22,ATL,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,1,4.999999999999999,0.5400000000000001,0.26000000000000006,0.08000000000000002,0.020000000000000004,0.020000000000000004,0.020000000000000004,0.06000000000000001
313,John Konchar,25,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,2,12.899999999999999,0.372093023255814,0.35658914728682173,0.11627906976744187,0.04651162790697675,0.023255813953488375,0.031007751937984503,0.05426356589147287
314,Furkan Korkmaz,24,PHI,67,19,21.1,2.7,7.0,0.387,1.1,4.0,0.289,1.6,3.0,0.515,0.469,1.0,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,2,14.499999999999998,0.5241379310344828,0.17931034482758623,0.1310344827586207,0.03448275862068966,0.006896551724137933,0.048275862068965524,0.07586206896551725
315,Luke Kornet,26,TOT,15,0,6.9,0.9,1.8,0.481,0.0,0.3,0.0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,0,4.9,0.4081632653061224,0.38775510204081626,0.12244897959183672,0.04081632653061224,0.04081632653061224,0.0,0.0
315,Luke Kornet,26,CLE,2,0,7.5,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,1.0,1.5,0.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0,0,4.5,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
315,Luke Kornet,26,MIL,1,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
315,Luke Kornet,26,BOS,12,0,7.1,1.0,1.8,0.571,0.0,0.3,0.0,1.0,1.4,0.706,0.571,0.2,0.3,0.667,0.8,1.3,2.1,0.7,0.3,0.2,0.0,0.6,2.2,0,5.500000000000001,0.39999999999999997,0.3818181818181818,0.12727272727272723,0.054545454545454536,0.03636363636363636,0.0,0.0
316,Vit Krejci,21,OKC,30,8,23.0,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.503,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,6.2,2,14.5,0.42758620689655175,0.23448275862068965,0.13103448275862067,0.041379310344827586,0.020689655172413793,0.06896551724137931,0.07586206896551725
318,Jonathan Kuminga,19,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,1,16.000000000000004,0.5812499999999999,0.20624999999999993,0.05624999999999999,0.024999999999999994,0.018749999999999996,0.06874999999999999,0.04374999999999999
319,Kyle Kuzma,26,WAS,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,1,35.1,0.4871794871794872,0.24216524216524216,0.09971509971509972,0.017094017094017092,0.02564102564102564,0.07407407407407407,0.054131054131054124
320,Anthony Lamb,24,SAS,2,0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1,1.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
321,Jeremy Lamb,29,TOT,56,0,16.7,2.4,6.2,0.383,1.0,3.0,0.324,1.4,3.2,0.441,0.463,1.6,1.9,0.84,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1,7.3,1,14.2,0.5140845070422535,0.19718309859154928,0.09859154929577464,0.04225352112676056,0.028169014084507046,0.04929577464788732,0.07042253521126761
321,Jeremy Lamb,29,IND,39,0,15.7,2.2,5.8,0.373,1.0,3.0,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2.0,2.4,1.3,0.6,0.4,0.6,1.1,7.1,1,13.4,0.5298507462686567,0.1791044776119403,0.09701492537313433,0.04477611940298507,0.029850746268656716,0.04477611940298507,0.07462686567164178
321,Jeremy Lamb,29,SAC,17,0,18.9,2.8,7.0,0.403,0.9,3.1,0.302,1.9,3.9,0.485,0.471,1.3,1.5,0.846,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9,7.9,2,15.900000000000002,0.49685534591194963,0.220125786163522,0.11320754716981131,0.03144654088050314,0.03144654088050314,0.05031446540880503,0.056603773584905655
322,Jock Landale,26,SAS,54,1,10.9,1.9,3.8,0.495,0.5,1.6,0.326,1.3,2.1,0.626,0.566,0.6,0.8,0.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1.0,4.9,0,9.9,0.494949494949495,0.26262626262626265,0.08080808080808081,0.020202020202020204,0.0303030303030303,0.0606060606060606,0.050505050505050504
323,Romeo Langford,22,TOT,48,5,16.1,1.7,4.0,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.51,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1.0,4.5,2,8.9,0.5056179775280899,0.2584269662921348,0.0449438202247191,0.056179775280898875,0.033707865168539325,0.033707865168539325,0.06741573033707865
323,Romeo Langford,22,BOS,44,5,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7,2,9.5,0.4947368421052632,0.25263157894736843,0.042105263157894736,0.05263157894736842,0.042105263157894736,0.042105263157894736,0.07368421052631578
323,Romeo Langford,22,SAS,4,0,10.8,1.0,1.8,0.571,0.0,0.5,0.0,1.0,1.3,0.8,0.571,0.8,2.0,0.375,0.0,1.0,1.0,0.5,0.3,0.0,0.0,0.3,2.8,2,4.6,0.6086956521739131,0.2173913043478261,0.10869565217391305,0.06521739130434782,0.0,0.0,0.0
324,Zach LaVine,26,CHI,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,1,39.8,0.6130653266331658,0.11557788944723618,0.11306532663316583,0.015075376884422112,0.007537688442211056,0.06532663316582915,0.07035175879396985
325,Jake Layman,27,MIN,34,1,6.8,0.9,2.1,0.411,0.2,1.0,0.229,0.6,1.1,0.579,0.466,0.4,0.5,0.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4,1,4.6,0.5217391304347826,0.23913043478260873,0.06521739130434782,0.04347826086956522,0.02173913043478261,0.06521739130434782,0.04347826086956522
326,Damion Lee,29,GSW,63,5,19.9,2.7,6.1,0.441,1.0,3.0,0.337,1.7,3.1,0.541,0.523,1.0,1.2,0.88,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4,2,13.9,0.5323741007194245,0.2302158273381295,0.07194244604316546,0.043165467625899276,0.007194244604316547,0.043165467625899276,0.07194244604316546
327,Saben Lee,22,DET,37,0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,0.429,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2,5.6,2,13.600000000000001,0.41176470588235287,0.1764705882352941,0.21323529411764702,0.07352941176470587,0.022058823529411763,0.07352941176470587,0.029411764705882353
328,Alex Len,28,SAC,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4.0,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6.0,0,13.499999999999998,0.4444444444444445,0.3037037037037037,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.0814814814814815,0.014814814814814817
329,Caris LeVert,27,TOT,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17.0,2,29.599999999999994,0.5743243243243245,0.12500000000000003,0.14527027027027029,0.03040540540540541,0.013513513513513516,0.0641891891891892,0.0472972972972973
329,Caris LeVert,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,2,31.799999999999997,0.5880503144654088,0.11949685534591195,0.13836477987421386,0.028301886792452834,0.015723270440251572,0.059748427672955975,0.05031446540880504
329,Caris LeVert,27,CLE,19,10,29.8,5.3,12.2,0.435,1.1,3.5,0.313,4.2,8.7,0.485,0.481,1.8,2.5,0.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,13.6,2,24.8,0.5483870967741935,0.13709677419354838,0.15725806451612903,0.03225806451612903,0.012096774193548387,0.06854838709677419,0.04435483870967742
330,Kira Lewis Jr.,20,NOP,24,0,14.2,2.5,6.1,0.404,0.5,2.4,0.224,1.9,3.7,0.523,0.449,0.4,0.5,0.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,2,11.6,0.5086206896551725,0.13793103448275862,0.1724137931034483,0.04310344827586207,0.0,0.09482758620689656,0.04310344827586207
331,Scottie Lewis,21,CHO,2,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,2,1.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
332,Damian Lillard,31,POR,29,29,36.4,7.7,19.0,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,2,42.5,0.5647058823529412,0.09647058823529411,0.17176470588235293,0.014117647058823528,0.009411764705882354,0.06823529411764706,0.07529411764705883
333,Nassir Little,21,POR,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8,1,20.4,0.48039215686274517,0.27450980392156865,0.06372549019607844,0.029411764705882353,0.04411764705882353,0.04901960784313726,0.058823529411764705
334,Isaiah Livers,23,DET,19,5,20.2,2.2,4.7,0.456,1.4,3.4,0.422,0.7,1.4,0.538,0.606,0.6,0.7,0.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4,1,13.8,0.463768115942029,0.21739130434782608,0.07971014492753624,0.05072463768115942,0.028985507246376812,0.057971014492753624,0.10144927536231883
335,Kevon Looney,25,GSW,82,80,21.1,2.5,4.4,0.571,0.0,0.0,0.0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0,0,17.3,0.3468208092485549,0.4219653179190751,0.11560693641618497,0.03468208092485549,0.03468208092485549,0.046242774566473986,0.0
336,Brook Lopez,33,MIL,13,11,22.9,4.7,10.1,0.466,1.5,4.1,0.358,3.2,6.0,0.538,0.538,1.5,1.8,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6,12.4,0,21.2,0.5849056603773585,0.19339622641509432,0.02358490566037736,0.02830188679245283,0.05660377358490566,0.04245283018867925,0.07075471698113207
337,Robin Lopez,33,ORL,36,9,17.0,3.1,5.5,0.553,0.1,0.2,0.333,3.0,5.4,0.56,0.558,0.9,1.5,0.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,0,13.999999999999998,0.5071428571428572,0.25000000000000006,0.10714285714285715,0.007142857142857144,0.03571428571428572,0.08571428571428572,0.007142857142857144
338,Didi Louzada,22,TOT,9,1,14.3,1.3,3.7,0.364,1.0,2.6,0.391,0.3,1.1,0.3,0.5,0.2,0.2,1.0,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9,2,8.399999999999999,0.46428571428571436,0.22619047619047622,0.07142857142857144,0.023809523809523815,0.023809523809523815,0.07142857142857144,0.11904761904761907
338,Didi Louzada,22,NOP,2,0,3.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1,1.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
338,Didi Louzada,22,POR,7,1,17.4,1.7,4.3,0.4,1.3,2.9,0.45,0.4,1.4,0.3,0.55,0.3,0.3,1.0,0.4,1.7,2.1,0.6,0.3,0.3,0.7,1.9,5.0,2,10.299999999999999,0.48543689320388356,0.2038834951456311,0.05825242718446602,0.02912621359223301,0.02912621359223301,0.06796116504854369,0.12621359223300974
339,Kevin Love,33,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,1,27.4,0.49635036496350365,0.26277372262773724,0.08029197080291972,0.014598540145985403,0.007299270072992701,0.04744525547445256,0.09124087591240876
340,Kyle Lowry,35,MIA,63,63,33.9,4.4,10.0,0.44,2.3,6.1,0.377,2.1,3.9,0.539,0.555,2.3,2.8,0.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8,13.4,2,31.8,0.42138364779874216,0.14150943396226415,0.2358490566037736,0.03459119496855346,0.009433962264150943,0.0849056603773585,0.07232704402515723
341,Gabriel Lundberg,27,PHO,4,0,11.0,1.3,4.8,0.263,0.8,2.0,0.375,0.5,2.8,0.182,0.342,0.0,0.0,0.0,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8,3.3,2,10.3,0.3203883495145631,0.17475728155339806,0.27184466019417475,0.07766990291262135,0.0,0.07766990291262135,0.07766990291262135
342,Timothé Luwawu-Cabarrot,26,ATL,52,18,13.2,1.4,3.6,0.398,0.8,2.3,0.361,0.6,1.2,0.469,0.516,0.7,0.8,0.854,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,4.4,1,8.4,0.5238095238095238,0.19047619047619047,0.09523809523809523,0.03571428571428571,0.011904761904761904,0.047619047619047616,0.09523809523809523
343,Trey Lyles,26,TOT,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,0.526,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.6,10.5,1,19.499999999999996,0.5384615384615385,0.26153846153846155,0.06153846153846155,0.020512820512820516,0.020512820512820516,0.051282051282051294,0.04615384615384616
343,Trey Lyles,26,DET,51,3,19.4,3.4,7.5,0.456,0.9,2.9,0.301,2.6,4.7,0.55,0.513,2.7,3.5,0.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4,1,19.2,0.5416666666666667,0.25,0.05729166666666667,0.020833333333333336,0.026041666666666668,0.05729166666666667,0.046875
